title,doi
"Interview with Professor Lucy Mair",NULL
"53 minute video on doing fieldwork",NULL
"Reflections on fieldwork among the Gurungs of Nepal",NULL
"Reflections on using film in fieldwork",NULL
"Lecture on fieldwork in the Soviet Union, 1988-9",NULL
"CSSA Spring Festival Gala 2004",NULL
"Lecsture on ‘Sir J.G.Frazer: Science and Sensibility’",NULL
"Gerry Martin at a Seminar",NULL
Interview,NULL
"Interview with Pat Caplan",NULL
"JPEG File Interchange Format",NULL
"The Independent JPEG Group's JPEG software",NULL
"So That Men Are Free",NULL
NSC193394,NULL
NSC193395,NULL
NSC193396,NULL
NSC193397,NULL
NSC193398,NULL
NSC193400,NULL
NSC193401,NULL
NSC193402,NULL
NSC193403,NULL
NSC193404,NULL
NSC193405,NULL
NSC193406,NULL
NSC193407,NULL
NSC193408,NULL
NSC193409,NULL
NSC193410,NULL
NSC193411,NULL
NSC193412,NULL
NSC193413,NULL
NSC193414,NULL
NSC193415,NULL
NSC193416,NULL
NSC193417,NULL
NSC193418,NULL
NSC193419,NULL
NSC193420,NULL
NSC193421,NULL
NSC193422,NULL
NSC193423,NULL
NSC193424,NULL
NSC193425,NULL
NSC193426,NULL
NSC193427,NULL
NSC193428,NULL
NSC193429,NULL
NSC193431,NULL
NSC193432,NULL
NSC193433,NULL
NSC193434,NULL
NSC193435,NULL
NSC193436,NULL
NSC193437,NULL
NSC193438,NULL
NSC193439,NULL
NSC193440,NULL
NSC193441,NULL
NSC193442,NULL
NSC193443,NULL
NSC193444,NULL
NSC193445,NULL
NSC193446,NULL
NSC193447,NULL
NSC193448,NULL
NSC193449,NULL
NSC193450,NULL
NSC193451,NULL
NSC193452,NULL
NSC193453,NULL
NSC193454,NULL
NSC193455,NULL
NSC193456,NULL
NSC193457,NULL
NSC193458,NULL
NSC193459,NULL
NSC193460,NULL
NSC193461,NULL
NSC193462,NULL
NSC193463,NULL
NSC193464,NULL
NSC193465,NULL
NSC193466,NULL
NSC193467,NULL
NSC193468,NULL
NSC193469,NULL
NSC193470,NULL
NSC193471,NULL
NSC193472,NULL
NSC193473,NULL
NSC193474,NULL
NSC193475,NULL
NSC193476,NULL
NSC193477,NULL
NSC193478,NULL
NSC193479,NULL
NSC193480,NULL
NSC193481,NULL
NSC193482,NULL
NSC193483,NULL
NSC193484,NULL
NSC193485,NULL
NSC193486,NULL
NSC193487,NULL
NSC193488,NULL
NSC193489,NULL
NSC193490,NULL
NSC193491,NULL
NSC193492,NULL
NSC193493,NULL
NSC193494,NULL
NSC193495,NULL
NSC193496,NULL
NSC193497,NULL
NSC193498,NULL
NSC193499,NULL
NSC193500,NULL
NSC193501,NULL
NSC193502,NULL
NSC193503,NULL
NSC193504,NULL
NSC193505,NULL
NSC193506,NULL
NSC193507,NULL
NSC193508,NULL
NSC193509,NULL
NSC193510,NULL
NSC193511,NULL
NSC193512,NULL
NSC193513,NULL
NSC193514,NULL
NSC193515,NULL
NSC193516,NULL
NSC193517,NULL
NSC193518,NULL
NSC193519,NULL
NSC193520,NULL
NSC193521,NULL
NSC193522,NULL
NSC193523,NULL
NSC193524,NULL
NSC193525,NULL
NSC193526,NULL
NSC193527,NULL
NSC193528,NULL
NSC193529,NULL
NSC193530,NULL
NSC193531,NULL
NSC193532,NULL
NSC193533,NULL
NSC193534,NULL
NSC193535,NULL
NSC193536,NULL
NSC193537,NULL
NSC193538,NULL
NSC193539,NULL
NSC193540,NULL
NSC193542,NULL
NSC193543,NULL
NSC193544,NULL
NSC193545,NULL
NSC193547,NULL
NSC193548,NULL
NSC193552,NULL
NSC193553,NULL
NSC193554,NULL
NSC193555,NULL
NSC193556,NULL
NSC193557,NULL
NSC193558,NULL
NSC193559,NULL
NSC193560,NULL
NSC193561,NULL
NSC193562,NULL
NSC193563,NULL
NSC193564,NULL
NSC193615,NULL
NSC193622,NULL
NSC193633,NULL
NSC193636,NULL
NSC193674,NULL
NSC193686,NULL
NSC193687,NULL
NSC193688,NULL
NSC193689,NULL
NSC193690,NULL
NSC193691,NULL
NSC193692,NULL
NSC193693,NULL
NSC193694,NULL
NSC193695,NULL
NSC193696,NULL
NSC193697,NULL
NSC193698,NULL
NSC193699,NULL
NSC193700,NULL
NSC193701,NULL
NSC193702,NULL
NSC193703,NULL
NSC193704,NULL
NSC193705,NULL
NSC193706,NULL
NSC193707,NULL
NSC193708,NULL
NSC193709,NULL
NSC193710,NULL
NSC193711,NULL
NSC193712,NULL
NSC193713,NULL
NSC193714,NULL
NSC193715,NULL
NSC193716,NULL
NSC193717,NULL
NSC193719,NULL
NSC193720,NULL
NSC193721,NULL
NSC193722,NULL
NSC193733,NULL
NSC193746,NULL
NSC193747,NULL
NSC193748,NULL
NSC193749,NULL
NSC193750,NULL
NSC193751,NULL
NSC193753,NULL
NSC193754,NULL
NSC193758,NULL
NSC193759,NULL
NSC193760,NULL
NSC193763,NULL
NSC193765,NULL
NSC193768,NULL
NSC193769,NULL
NSC193770,NULL
NSC193771,NULL
NSC193772,NULL
NSC193773,NULL
NSC193774,NULL
NSC193775,NULL
NSC193777,NULL
NSC193778,NULL
NSC193779,NULL
NSC193780,NULL
NSC193781,NULL
NSC193782,NULL
NSC193783,NULL
NSC193784,NULL
NSC193785,NULL
NSC193824,NULL
NSC193871,NULL
NSC193942,NULL
NSC194039,NULL
NSC194122,NULL
NSC194124,NULL
NSC194126,NULL
NSC194242,NULL
NSC194243,NULL
NSC194244,NULL
NSC194245,NULL
NSC194246,NULL
NSC194247,NULL
NSC194248,NULL
NSC194249,NULL
NSC194250,NULL
NSC194251,NULL
NSC194252,NULL
NSC194253,NULL
NSC194255,NULL
NSC194256,NULL
NSC194257,NULL
NSC194258,NULL
NSC194259,NULL
NSC194261,NULL
NSC194262,NULL
NSC194263,NULL
NSC194266,NULL
NSC194267,NULL
NSC194271,NULL
NSC194272,NULL
NSC194273,NULL
NSC194274,NULL
NSC194275,NULL
NSC194276,NULL
NSC194277,NULL
NSC194278,NULL
NSC194279,NULL
NSC194280,NULL
NSC194281,NULL
NSC194282,NULL
NSC194283,NULL
NSC194284,NULL
NSC194285,NULL
NSC194286,NULL
NSC194287,NULL
NSC194288,NULL
NSC194289,NULL
NSC194290,NULL
NSC194291,NULL
NSC194292,NULL
NSC194293,NULL
NSC194294,NULL
NSC194295,NULL
NSC194296,NULL
NSC194297,NULL
NSC194298,NULL
NSC194299,NULL
NSC194300,NULL
NSC194301,NULL
NSC194302,NULL
NSC194303,NULL
NSC194304,NULL
NSC194305,NULL
NSC194306,NULL
NSC194307,NULL
NSC194308,NULL
NSC194309,NULL
NSC194310,NULL
NSC194311,NULL
NSC194312,NULL
NSC194313,NULL
NSC194314,NULL
NSC194315,NULL
NSC194316,NULL
NSC194317,NULL
NSC194318,NULL
NSC194319,NULL
NSC194320,NULL
NSC194321,NULL
NSC194322,NULL
NSC194323,NULL
NSC194324,NULL
NSC194325,NULL
NSC194326,NULL
NSC194327,NULL
NSC194328,NULL
NSC194350,NULL
NSC194589,NULL
NSC194590,NULL
NSC194592,NULL
NSC194593,NULL
NSC194594,NULL
NSC194595,NULL
NSC194596,NULL
NSC194597,NULL
NSC194598,NULL
NSC194599,NULL
NSC194600,NULL
NSC194601,NULL
NSC194602,NULL
NSC194603,NULL
NSC194604,NULL
NSC194605,NULL
NSC194606,NULL
NSC194607,NULL
NSC194608,NULL
NSC194609,NULL
NSC194610,NULL
NSC194611,NULL
NSC194612,NULL
NSC194613,NULL
NSC194614,NULL
NSC194615,NULL
NSC194616,NULL
NSC194618,NULL
NSC194619,NULL
NSC194620,NULL
NSC194621,NULL
NSC194622,NULL
NSC194623,NULL
NSC194624,NULL
NSC194625,NULL
NSC194626,NULL
NSC194627,NULL
NSC194628,NULL
NSC194629,NULL
NSC194630,NULL
NSC194631,NULL
NSC194632,NULL
NSC194633,NULL
NSC194634,NULL
NSC194635,NULL
NSC194636,NULL
NSC194637,NULL
NSC194638,NULL
NSC194639,NULL
NSC194640,NULL
NSC194641,NULL
NSC194642,NULL
NSC194643,NULL
NSC194644,NULL
NSC194645,NULL
NSC194646,NULL
NSC194647,NULL
NSC194648,NULL
NSC194649,NULL
NSC194650,NULL
NSC194651,NULL
NSC194652,NULL
NSC194653,NULL
NSC194654,NULL
NSC194683,NULL
NSC194684,NULL
NSC194712,NULL
NSC194805,NULL
NSC194806,NULL
NSC194807,NULL
NSC194808,NULL
NSC194809,NULL
NSC194810,NULL
NSC194811,NULL
NSC194812,NULL
NSC194813,NULL
NSC194815,NULL
NSC194816,NULL
NSC194817,NULL
NSC194818,NULL
NSC194819,NULL
NSC194820,NULL
NSC194821,NULL
NSC194822,NULL
NSC194823,NULL
NSC194824,NULL
NSC194825,NULL
NSC194826,NULL
NSC194827,NULL
NSC194828,NULL
NSC194829,NULL
NSC194830,NULL
NSC194831,NULL
NSC194833,NULL
NSC194834,NULL
NSC194835,NULL
NSC194836,NULL
NSC194837,NULL
NSC194838,NULL
NSC194840,NULL
NSC194841,NULL
NSC194842,NULL
NSC194843,NULL
NSC194844,NULL
NSC194845,NULL
NSC194846,NULL
NSC194847,NULL
NSC194848,NULL
NSC194849,NULL
NSC194850,NULL
NSC194851,NULL
NSC194853,NULL
NSC194854,NULL
NSC194855,NULL
NSC194856,NULL
NSC194857,NULL
NSC194858,NULL
NSC194859,NULL
NSC194860,NULL
NSC194861,NULL
NSC194862,NULL
NSC194863,NULL
NSC194864,NULL
NSC194865,NULL
NSC194866,NULL
NSC194867,NULL
NSC194868,NULL
NSC194869,NULL
NSC194870,NULL
NSC194871,NULL
NSC194872,NULL
NSC194873,NULL
NSC194874,NULL
NSC194875,NULL
NSC194877,NULL
NSC194878,NULL
NSC194880,NULL
NSC194881,NULL
NSC194882,NULL
NSC194883,NULL
NSC194885,NULL
NSC194886,NULL
NSC194887,NULL
NSC194888,NULL
NSC194889,NULL
NSC194890,NULL
NSC194891,NULL
NSC194892,NULL
NSC194893,NULL
NSC194894,NULL
NSC194895,NULL
NSC194896,NULL
NSC194897,NULL
NSC194898,NULL
NSC194899,NULL
NSC194900,NULL
NSC194901,NULL
NSC194902,NULL
NSC194903,NULL
NSC194904,NULL
NSC194906,NULL
NSC194924,NULL
NSC194985,NULL
NSC194986,NULL
NSC194987,NULL
NSC194988,NULL
NSC194989,NULL
NSC194990,NULL
NSC194991,NULL
NSC194992,NULL
NSC194993,NULL
NSC194994,NULL
NSC194995,NULL
NSC194996,NULL
NSC194997,NULL
NSC194998,NULL
NSC194999,NULL
NSC195000,NULL
NSC195001,NULL
NSC195002,NULL
NSC195003,NULL
NSC195004,NULL
NSC195005,NULL
NSC195006,NULL
NSC195007,NULL
NSC195008,NULL
NSC195009,NULL
NSC195010,NULL
NSC195011,NULL
NSC195012,NULL
NSC195013,NULL
NSC195014,NULL
NSC195015,NULL
NSC195016,NULL
NSC195017,NULL
NSC195018,NULL
NSC195019,NULL
NSC195020,NULL
NSC195021,NULL
NSC195022,NULL
NSC195023,NULL
NSC195024,NULL
NSC195025,NULL
NSC195026,NULL
NSC195027,NULL
NSC195028,NULL
NSC195029,NULL
NSC195030,NULL
NSC195031,NULL
NSC195032,NULL
NSC195033,NULL
NSC195034,NULL
NSC195035,NULL
NSC195036,NULL
NSC195037,NULL
NSC195038,NULL
NSC195039,NULL
NSC195040,NULL
NSC195041,NULL
NSC195042,NULL
NSC195043,NULL
NSC195044,NULL
NSC195045,NULL
NSC195046,NULL
NSC195047,NULL
NSC195048,NULL
NSC195049,NULL
NSC195050,NULL
NSC195051,NULL
NSC195052,NULL
NSC195053,NULL
NSC195054,NULL
NSC195055,NULL
NSC195056,NULL
NSC195057,NULL
NSC195058,NULL
NSC195059,NULL
NSC195060,NULL
NSC195061,NULL
NSC195062,NULL
NSC195063,NULL
NSC195064,NULL
NSC195065,NULL
NSC195066,NULL
NSC195067,NULL
NSC195068,NULL
NSC195069,NULL
NSC195070,NULL
NSC195071,NULL
NSC195072,NULL
NSC195073,NULL
NSC195074,NULL
NSC195075,NULL
NSC195076,NULL
NSC195077,NULL
NSC195078,NULL
NSC195079,NULL
NSC195080,NULL
NSC195081,NULL
NSC195082,NULL
NSC195083,NULL
NSC195084,NULL
NSC195085,NULL
NSC195086,NULL
NSC195087,NULL
NSC195088,NULL
NSC195089,NULL
NSC195090,NULL
NSC195091,NULL
NSC195092,NULL
NSC195093,NULL
NSC195094,NULL
NSC195095,NULL
NSC195096,NULL
NSC195097,NULL
NSC195098,NULL
NSC195099,NULL
NSC195100,NULL
NSC195101,NULL
NSC195102,NULL
NSC195103,NULL
NSC195104,NULL
NSC195105,NULL
NSC195106,NULL
NSC195107,NULL
NSC195108,NULL
NSC195109,NULL
NSC195110,NULL
NSC195111,NULL
NSC195112,NULL
NSC195113,NULL
NSC195114,NULL
NSC195115,NULL
NSC195116,NULL
NSC195117,NULL
NSC195118,NULL
NSC195119,NULL
NSC195120,NULL
NSC195121,NULL
NSC195122,NULL
NSC195123,NULL
NSC195124,NULL
NSC195125,NULL
NSC195126,NULL
NSC195127,NULL
NSC195128,NULL
NSC195129,NULL
NSC195130,NULL
NSC195131,NULL
NSC195132,NULL
NSC195133,NULL
NSC195134,NULL
NSC195135,NULL
NSC195136,NULL
NSC195137,NULL
NSC195138,NULL
NSC195139,NULL
NSC195140,NULL
NSC195141,NULL
NSC195142,NULL
NSC195143,NULL
NSC195144,NULL
NSC195145,NULL
NSC195146,NULL
NSC195147,NULL
NSC195148,NULL
NSC195149,NULL
NSC195150,NULL
NSC195151,NULL
NSC195152,NULL
NSC195153,NULL
NSC195154,NULL
NSC195155,NULL
NSC195156,NULL
NSC195157,NULL
NSC195158,NULL
NSC195159,NULL
NSC195160,NULL
NSC195161,NULL
NSC195162,NULL
NSC195163,NULL
NSC195164,NULL
NSC195165,NULL
NSC195166,NULL
NSC195167,NULL
NSC195168,NULL
NSC195169,NULL
NSC195170,NULL
NSC195171,NULL
NSC195172,NULL
NSC195173,NULL
NSC195174,NULL
NSC195175,NULL
NSC195176,NULL
NSC195177,NULL
NSC195178,NULL
NSC195179,NULL
NSC195180,NULL
NSC195181,NULL
NSC195182,NULL
NSC195183,NULL
NSC195184,NULL
NSC195185,NULL
NSC195186,NULL
NSC195187,NULL
NSC195188,NULL
NSC195189,NULL
NSC195190,NULL
NSC195192,NULL
NSC195193,NULL
NSC195196,NULL
NSC195197,NULL
NSC195198,NULL
NSC195199,NULL
NSC195200,NULL
NSC195201,NULL
NSC195202,NULL
NSC195203,NULL
NSC195204,NULL
NSC195294,NULL
NSC195318,NULL
NSC195319,NULL
NSC195320,NULL
NSC195321,NULL
NSC195322,NULL
NSC195323,NULL
NSC195324,NULL
NSC195326,NULL
NSC195327,NULL
NSC195328,NULL
NSC195329,NULL
NSC195330,NULL
NSC195331,NULL
NSC195332,NULL
NSC195333,NULL
NSC195334,NULL
NSC195335,NULL
NSC195336,NULL
NSC195337,NULL
NSC195338,NULL
NSC195339,NULL
NSC195340,NULL
NSC195348,NULL
NSC195424,NULL
NSC195458,NULL
NSC195467,NULL
NSC195679,NULL
NSC195910,NULL
NSC195911,NULL
NSC195912,NULL
NSC195913,NULL
NSC195914,NULL
NSC195915,NULL
NSC195916,NULL
NSC195917,NULL
NSC195918,NULL
NSC195919,NULL
NSC195920,NULL
NSC195921,NULL
NSC195922,NULL
NSC195923,NULL
NSC195924,NULL
NSC195925,NULL
NSC195926,NULL
NSC195927,NULL
NSC195928,NULL
NSC195929,NULL
NSC195930,NULL
NSC195931,NULL
NSC195932,NULL
NSC195933,NULL
NSC195934,NULL
NSC195935,NULL
NSC195936,NULL
NSC195937,NULL
NSC195938,NULL
NSC195939,NULL
NSC195940,NULL
NSC195941,NULL
NSC195942,NULL
NSC195943,NULL
NSC195944,NULL
NSC195945,NULL
NSC195946,NULL
NSC195947,NULL
NSC195948,NULL
NSC195949,NULL
NSC195950,NULL
NSC195951,NULL
NSC195952,NULL
NSC195953,NULL
NSC195954,NULL
NSC195955,NULL
NSC195956,NULL
NSC195957,NULL
NSC195958,NULL
NSC195959,NULL
NSC195960,NULL
NSC195961,NULL
NSC195962,NULL
NSC195963,NULL
NSC195964,NULL
NSC195965,NULL
NSC195966,NULL
NSC195967,NULL
NSC195968,NULL
NSC195969,NULL
NSC195970,NULL
NSC195971,NULL
NSC195972,NULL
NSC195973,NULL
NSC195974,NULL
NSC195975,NULL
NSC195976,NULL
NSC195977,NULL
NSC195978,NULL
NSC195979,NULL
NSC195980,NULL
NSC195981,NULL
NSC195982,NULL
NSC195983,NULL
NSC195984,NULL
NSC195985,NULL
NSC195986,NULL
NSC195987,NULL
NSC195988,NULL
NSC195989,NULL
NSC195990,NULL
NSC195991,NULL
NSC195992,NULL
NSC195993,NULL
NSC195994,NULL
NSC195995,NULL
NSC195996,NULL
NSC195997,NULL
NSC195998,NULL
NSC195999,NULL
NSC196000,NULL
NSC196001,NULL
NSC196002,NULL
NSC196003,NULL
NSC196004,NULL
NSC196005,NULL
NSC196006,NULL
NSC196007,NULL
NSC196008,NULL
NSC196009,NULL
NSC196136,NULL
NSC196137,NULL
NSC196138,NULL
NSC196139,NULL
NSC196140,NULL
NSC196141,NULL
NSC196142,NULL
NSC196143,NULL
NSC196144,NULL
NSC196145,NULL
NSC196146,NULL
NSC196147,NULL
NSC196148,NULL
NSC196149,NULL
NSC196150,NULL
NSC196151,NULL
NSC196152,NULL
NSC196153,NULL
NSC196154,NULL
NSC196155,NULL
NSC196158,NULL
NSC196159,NULL
NSC196160,NULL
NSC196161,NULL
NSC196162,NULL
NSC196163,NULL
NSC196164,NULL
NSC196165,NULL
NSC196166,NULL
NSC196167,NULL
NSC196168,NULL
NSC196169,NULL
NSC196170,NULL
NSC196171,NULL
NSC196172,NULL
NSC196173,NULL
NSC196174,NULL
NSC196175,NULL
NSC196176,NULL
NSC196177,NULL
NSC196178,NULL
NSC196179,NULL
NSC196180,NULL
NSC196181,NULL
NSC196182,NULL
NSC196184,NULL
NSC196185,NULL
NSC196186,NULL
NSC196187,NULL
NSC196188,NULL
NSC196189,NULL
NSC196190,NULL
NSC196191,NULL
NSC196192,NULL
NSC196193,NULL
NSC196194,NULL
NSC196195,NULL
NSC196196,NULL
NSC196197,NULL
NSC196198,NULL
NSC196199,NULL
NSC196200,NULL
NSC196201,NULL
NSC196202,NULL
NSC196203,NULL
NSC196204,NULL
NSC196205,NULL
NSC196206,NULL
NSC196207,NULL
NSC196208,NULL
NSC196209,NULL
NSC196210,NULL
NSC196211,NULL
NSC196212,NULL
NSC196214,NULL
NSC196215,NULL
NSC196217,NULL
NSC196218,NULL
NSC196219,NULL
NSC196220,NULL
NSC196221,NULL
NSC196222,NULL
NSC196223,NULL
NSC196224,NULL
NSC196225,NULL
NSC196227,NULL
NSC196228,NULL
NSC196229,NULL
NSC196230,NULL
NSC196231,NULL
NSC196232,NULL
NSC196233,NULL
NSC196234,NULL
NSC196235,NULL
NSC196236,NULL
NSC196237,NULL
NSC196238,NULL
NSC196239,NULL
NSC196240,NULL
NSC196241,NULL
NSC196242,NULL
NSC196243,NULL
NSC196244,NULL
NSC196245,NULL
NSC196249,NULL
NSC196250,NULL
NSC196252,NULL
NSC196262,NULL
NSC196264,NULL
NSC196265,NULL
NSC196266,NULL
NSC196268,NULL
NSC196269,NULL
NSC196270,NULL
NSC196271,NULL
NSC196272,NULL
NSC196273,NULL
NSC196274,NULL
NSC196275,NULL
NSC196276,NULL
NSC196277,NULL
NSC196278,NULL
NSC196279,NULL
NSC196280,NULL
NSC196281,NULL
NSC196282,NULL
NSC196283,NULL
NSC196284,NULL
NSC196285,NULL
NSC196286,NULL
NSC196287,NULL
NSC196288,NULL
NSC196289,NULL
NSC196290,NULL
NSC196291,NULL
NSC196292,NULL
NSC196293,NULL
NSC196294,NULL
NSC196295,NULL
NSC196296,NULL
NSC196297,NULL
NSC196298,NULL
NSC196313,NULL
NSC196314,NULL
NSC196316,NULL
NSC196318,NULL
NSC196319,NULL
NSC196320,NULL
NSC196340,NULL
NSC196344,NULL
NSC196348,NULL
NSC196383,NULL
NSC196403,NULL
NSC196449,NULL
NSC196464,NULL
NSC196473,NULL
NSC196482,NULL
NSC196484,NULL
NSC196514,NULL
NSC196515,NULL
NSC196520,NULL
NSC196521,NULL
NSC196522,NULL
NSC196524,NULL
NSC196525,NULL
NSC196530,NULL
NSC196531,NULL
NSC196532,NULL
NSC196533,NULL
NSC196534,NULL
NSC196535,NULL
NSC196536,NULL
NSC196537,NULL
NSC196538,NULL
NSC196539,NULL
NSC196540,NULL
NSC196541,NULL
NSC196542,NULL
NSC196543,NULL
NSC196544,NULL
NSC196545,NULL
NSC196546,NULL
NSC196547,NULL
NSC196548,NULL
NSC196549,NULL
NSC196550,NULL
NSC196551,NULL
NSC196552,NULL
NSC196553,NULL
NSC196554,NULL
NSC196555,NULL
NSC196556,NULL
NSC196557,NULL
NSC196558,NULL
NSC196559,NULL
NSC196560,NULL
NSC196561,NULL
NSC196562,NULL
NSC196563,NULL
NSC196564,NULL
NSC196565,NULL
NSC196566,NULL
NSC196567,NULL
NSC196568,NULL
NSC196569,NULL
NSC196570,NULL
NSC196571,NULL
NSC196572,NULL
NSC196573,NULL
NSC196574,NULL
NSC196575,NULL
NSC196576,NULL
NSC196577,NULL
NSC196579,NULL
NSC196580,NULL
NSC196581,NULL
NSC196582,NULL
NSC196583,NULL
NSC196584,NULL
NSC196586,NULL
NSC196587,NULL
NSC196588,NULL
NSC196590,NULL
NSC196591,NULL
NSC196592,NULL
NSC196593,NULL
NSC196594,NULL
NSC196602,NULL
NSC196603,NULL
NSC196604,NULL
NSC196605,NULL
NSC196606,NULL
NSC196607,NULL
NSC196608,NULL
NSC196609,NULL
NSC196610,NULL
NSC196836,NULL
NSC196837,NULL
NSC196838,NULL
NSC196839,NULL
NSC196840,NULL
NSC196841,NULL
NSC196842,NULL
NSC196843,NULL
NSC196844,NULL
NSC196845,NULL
NSC196846,NULL
NSC196847,NULL
NSC196848,NULL
NSC196849,NULL
NSC196850,NULL
NSC196851,NULL
NSC196852,NULL
NSC196853,NULL
NSC196854,NULL
NSC196855,NULL
NSC196856,NULL
NSC196857,NULL
NSC196858,NULL
NSC196859,NULL
NSC196860,NULL
NSC196861,NULL
NSC196862,NULL
NSC196863,NULL
NSC196865,NULL
NSC196866,NULL
NSC196867,NULL
NSC196868,NULL
NSC196869,NULL
NSC196870,NULL
NSC196871,NULL
NSC196872,NULL
NSC196873,NULL
NSC196874,NULL
NSC196875,NULL
NSC196876,NULL
NSC196877,NULL
NSC196878,NULL
NSC196879,NULL
NSC196880,NULL
NSC196881,NULL
NSC196882,NULL
NSC196883,NULL
NSC196884,NULL
NSC196885,NULL
NSC196886,NULL
NSC196887,NULL
NSC196888,NULL
NSC196889,NULL
NSC196890,NULL
NSC196891,NULL
NSC196892,NULL
NSC196893,NULL
NSC196894,NULL
NSC196895,NULL
NSC196896,NULL
NSC196897,NULL
NSC196904,NULL
NSC196905,NULL
NSC196906,NULL
NSC196907,NULL
NSC196908,NULL
NSC196909,NULL
NSC196910,NULL
NSC196911,NULL
NSC196912,NULL
NSC196913,NULL
NSC196914,NULL
NSC196915,NULL
NSC196992,NULL
NSC197004,NULL
NSC197005,NULL
NSC197006,NULL
NSC197007,NULL
NSC197008,NULL
NSC197009,NULL
NSC197038,NULL
NSC197039,NULL
NSC197040,NULL
NSC197041,NULL
NSC197042,NULL
NSC197043,NULL
NSC197044,NULL
NSC197045,NULL
NSC197046,NULL
NSC197047,NULL
NSC197048,NULL
NSC197049,NULL
NSC197050,NULL
NSC197077,NULL
NSC197145,NULL
NSC197174,NULL
NSC197175,NULL
NSC197176,NULL
NSC197177,NULL
NSC197178,NULL
NSC197180,NULL
NSC197181,NULL
NSC197182,NULL
NSC197183,NULL
NSC197190,NULL
NSC197191,NULL
NSC197197,NULL
NSC197199,NULL
NSC197200,NULL
NSC197201,NULL
NSC197202,NULL
NSC197203,NULL
NSC197204,NULL
NSC197205,NULL
NSC197206,NULL
NSC197207,NULL
NSC197208,NULL
NSC197209,NULL
NSC197210,NULL
NSC197211,NULL
NSC197214,NULL
NSC197215,NULL
NSC197216,NULL
NSC197217,NULL
NSC197218,NULL
NSC197469,NULL
NSC197507,NULL
NSC198100,NULL
NSC198491,NULL
NSC199000,NULL
NSC199106,NULL
NSC199218,NULL
NSC199377,NULL
NSC199378,NULL
NSC199379,NULL
NSC199380,NULL
NSC199381,NULL
NSC199382,NULL
NSC199383,NULL
NSC199384,NULL
NSC199385,NULL
NSC199386,NULL
NSC199387,NULL
NSC199388,NULL
"Pairwise Tests of Purchasing Power Parity Using Aggregate and Disaggregate Price Measures",10.1080/07474930802473702
"Developing the PAGE2002 Model with Endogenous Technical Change",10.1016/j.enpol.2006.05.015
"Policy Implications of Stochastic Learning Using a Modified PAGE2002 Model",10.1016/j.enpol.2006.05.015
"The relationship between regulation and competition policy for network utilities",10.1016/j.jup.2004.02.005
"Long-Term Contracts and Asset Specificity Revisited –An Empirical Analysis of Producer-Importer Relations in the Natural Gas Industry",10.1007/s11151-008-9165-0
"Chemistry in DSpace",NULL
NSC200115,NULL
NSC200458,NULL
NSC200678,NULL
NSC200679,NULL
NSC200680,NULL
NSC200681,NULL
NSC200682,NULL
NSC200683,NULL
NSC200684,NULL
NSC200685,NULL
NSC200686,NULL
NSC200687,NULL
NSC200688,NULL
NSC200689,NULL
NSC200690,NULL
NSC200691,NULL
NSC200692,NULL
NSC200693,NULL
NSC200694,NULL
NSC200695,NULL
NSC200696,NULL
NSC200697,NULL
NSC200698,NULL
NSC200699,NULL
NSC200700,NULL
NSC200701,NULL
NSC200702,NULL
NSC200703,NULL
NSC200704,NULL
NSC200705,NULL
NSC200706,NULL
NSC200707,NULL
NSC200708,NULL
NSC200709,NULL
NSC200710,NULL
NSC200711,NULL
NSC200712,NULL
NSC200713,NULL
NSC200714,NULL
NSC200715,NULL
NSC200716,NULL
NSC200717,NULL
NSC200718,NULL
NSC200719,NULL
NSC200720,NULL
NSC200721,NULL
NSC200722,NULL
NSC200723,NULL
NSC200724,NULL
NSC200725,NULL
NSC200726,NULL
NSC200727,NULL
NSC200728,NULL
NSC200729,NULL
NSC200730,NULL
NSC200731,NULL
NSC200732,NULL
NSC200733,NULL
NSC200734,NULL
NSC200735,NULL
NSC200736,NULL
NSC200737,NULL
NSC200739,NULL
NSC200740,NULL
NSC200741,NULL
NSC200742,NULL
NSC200743,NULL
NSC201010,NULL
NSC201020,NULL
NSC201047,NULL
NSC201112,NULL
NSC201115,NULL
NSC201116,NULL
NSC201209,NULL
NSC201230,NULL
NSC201231,NULL
NSC201232,NULL
NSC201233,NULL
NSC201234,NULL
NSC201235,NULL
NSC201236,NULL
NSC201238,NULL
NSC201239,NULL
NSC201240,NULL
NSC201241,NULL
NSC201242,NULL
NSC201243,NULL
NSC201244,NULL
NSC201245,NULL
NSC201246,NULL
NSC201247,NULL
NSC201248,NULL
NSC201249,NULL
NSC201250,NULL
NSC201251,NULL
NSC201291,NULL
NSC201292,NULL
NSC201293,NULL
NSC201294,NULL
NSC201295,NULL
NSC201296,NULL
NSC201297,NULL
NSC201298,NULL
NSC201299,NULL
NSC201300,NULL
NSC201301,NULL
NSC201302,NULL
NSC201303,NULL
NSC201304,NULL
NSC201307,NULL
NSC201308,NULL
NSC201309,NULL
NSC201310,NULL
NSC201311,NULL
NSC201312,NULL
NSC201313,NULL
NSC201314,NULL
NSC201315,NULL
NSC201316,NULL
NSC201317,NULL
NSC201318,NULL
NSC201319,NULL
NSC201320,NULL
NSC201321,NULL
NSC201322,NULL
NSC201323,NULL
NSC201324,NULL
NSC201325,NULL
NSC201326,NULL
NSC201327,NULL
NSC201328,NULL
NSC201329,NULL
NSC201330,NULL
NSC201331,NULL
