About Ecology, Deep Ecology, and the Meaning of Life: A Talk to Teens	1994	This talk on ecology and deep ecology addresses the interconnectedness of all things in the environment, the Gaia Hypothesis, as well as social inequity, lack of social and environmental harmony, and the adoption of globally sustainable lifestyles. (LZ)	Trumpeter	{u'issn': u'0832-6193'}	http://www.mendeley.com/research/about-ecology-deep-ecology-meaning-life-talk-teens
Daiseyworld:  A review	2008	REVIEWS OF GEOPHYSICS, VOL. 46, RG1001, doi:10.1029/2006RG000217, 2008 Daisyworld: A review Andrew J. Wood Scottish Universities Physics Alliance, School of Physics, University of Edinburgh, Edinburgh, UK  Graeme J. Ackland Scottish Universities Physics Alliance, School of Physics, University of Edinburgh, Edinburgh, UK  James G. Dyke Centre for Computational Neuroscience and Robotics, School of Science and Technology, University of Sussex, Brighton, UK  Hywel T. P. Williams School of Environmental Sciences, University of East Anglia, Norwich, UK  Timothy M. Lenton School of Environmental Sciences, University of East Anglia, Norwich, UK  Abstract Daisyworld is a simple planetary model designed to show the long-term effects of coupling between life and its environment. Its original form was introduced by James Lovelock as a defense against criticism that his Gaia theory of the Earth as a self-regulating homeostatic system requires teleological control rather than being an emergent property. The central premise, that living organisms can have major effects on the climate system, is no longer controversial. The Daisyworld model has attracted considerable interest from the scientific community and has now established itself as a model independent of, but still related to, the Gaia theory. Used widely as both a teaching tool and as a basis for more complex studies of feedback systems, it has also become an important paradigm for the understanding of the role of biotic components when modeling the Earth system. This paper collects the accumulated knowledge from the study of Daisyworld and provides the reader with a concise account of its important properties. We emphasize the increasing amount of exact analytic work on Daisyworld and are able to bring together and summarize these results from different systems for the first time. We conclude by suggesting what a more general model of life-environment interaction should be based on. Received 27 October 2006; accepted 2 July 2007; published 5 January 2008. Keywords: Daisyworld; Gaia; momeostasis. Index Terms: 0426 Biogeosciences: Biosphere/atmosphere interactions (0315); 1622 Global Change: Earth system modeling (1225); 4430 Nonlinear Geophysics: Complex systems.  Subscriber Access to Full Article (Nonsubscribers may purchase for $9.00, Includes print PDF, file size: 1758863 bytes) Citation: Wood, A. J., G. J. Ackland, J. G. Dyke, H. T. P. Williams, and T. M. Lenton (2008), Daisyworld: A review, Rev. Geophys., 46, RG1001, doi:10.1029/2006RG000217.	Reviews of Geophysics	None	http://www.mendeley.com/research/daiseyworld-review
The ontogeny of Gaia: the role of microorganisms in planetary information network.	1995	The Gaia theory states that the whole surface layer of the globe, including organisms, atmosphere, hydrosphere and lithosphere, can be viewed as a self-evolving homeostatic system. Bacteria play a principal role in this formative process. This line of thinking should answer several questions: Is the biosphere simply a set of essentially selfish individuals, each testing its fitness? Is memory in the biosphere confined to genes? Is the composition of ecosystems and their behavior only kind of dynamic equilibrium? Or is there a huge amount of epigenetic information that enables organisms to interpret properly their situation and behave accordingly? It is suggested here that it is the information flow, rather than pure thermodynamics and natural selection, that enables living beings not only to "read" their environment, interpret their situation and behave accordingly to this understanding, but also to establish geophysiology, to become part of Gaia. This flow comprises genes as well as signals, diffusible as well as permanent. From an analogy with the situation in the multicellular organism, three types of information mediators inside the body of Gaia are suggested: ultrastructure, diffusible signals and gene flux. With a shared gene pool, intricate ultrastructure and quickly diffusible signals, it is legitimate to consider Gaia a superorganism with an ontogeny.	Journal of theoretical biology	{u'scopus': u'2-s2.0-0028991973', u'pmid': u'7475100', u'issn': u'0022-5193', u'isbn': u'0022-5193 (Print)', u'doi': u'10.1006/jtbi.1995.0186'}	http://www.mendeley.com/research/ontogeny-gaia-role-microorganisms-planetary-information-network
Gaia as a complex adaptive system.	2002	We define the Gaia system of life and its environment on Earth, review the status of the Gaia theory, introduce potentially relevant concepts from complexity theory, then try to apply them to Gaia. We consider whether Gaia is a complex adaptive system (CAS) in terms of its behaviour and suggest that the system is self-organizing but does not reside in a critical state. Gaia has supported abundant life for most of the last 3.8 Gyr. Large perturbations have occasionally suppressed life but the system has always recovered without losing the capacity for large-scale free energy capture and recycling of essential elements. To illustrate how complexity theory can help us understand the emergence of planetary-scale order, we present a simple cellular automata (CA) model of the imaginary planet Daisyworld. This exhibits emergent self-regulation as a consequence of feedback coupling between life and its environment. Local spatial interaction, which was absent from the original model, can destabilize the system by generating bifurcation regimes. Variation and natural selection tend to remove this instability. With mutation in the model system, it exhibits self-organizing adaptive behaviour in its response to forcing. We close by suggesting how artificial life ('Alife') techniques may enable more comprehensive feasibility tests of Gaia.	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	{u'scopus': u'2-s2.0-0037193551', u'pmid': u'12079529', u'issn': u'0962-8436', u'isbn': u'0962-8436', u'doi': u'10.1098/rstb.2001.1014'}	http://www.mendeley.com/research/gaia-complex-adaptive-system
Gaia: Some implications for theoretical ecology	1988	If we accept the Gaia Hypothesis, then modern reductionist and mechanistic ecology, as taught in our universities, can no longer be defended. However, rather than simply returning to the "holistic" ecology of Clements and Shelford, a more sophisticated ecology must be developed to take account of the work of such holistic thinkers as C. H. Waddington, Paul Weiss, Ludwig Von Beralanffy and others	The Ecologist	{u'scopus': u'2-s2.0-0024227964', u'issn': u'02613131'}	http://www.mendeley.com/research/gaia-some-implications-theoretical-ecology
Stability and instability in evolution.	1998	In this paper we propose a mechanism which tries to explain the presence of periods of stability and instability which occur during the evolution of living forms. According to the Gaia hypothesis there are feedback mechanisms which stabilise the biosphere. Adding the presence of parameters which are out of control of the biosphere and of different time-scales, we propose a model which might explain the periods of instability.	Journal of theoretical biology	{u'scopus': u'2-s2.0-0032556212', u'pmid': u'9790828', u'issn': u'0022-5193', u'isbn': u'0022-5193 (Print)', u'doi': u'10.1006/jtbi.1998.0776'}	http://www.mendeley.com/research/stability-instability-evolution
The perceptual implications of Gaia	1987	Asserts that the Gaia hypothesis {(GH),} which shifts the locus of creativity from the human intellect to the enveloping world itself, suggests an alternative view of perception compared to the classic model of perception. The {GH} view of perception as communion between organic intelligence and creativity has implications that call into question the mechanical model of perception upon which most contemporary scientific discourse is based. {(PsycLIT)}	ReVISION	{u'scopus': u'2-s2.0-0022172129'}	http://www.mendeley.com/research/perceptual-implications-gaia
Gaia and natural selection [review]	1998	Evidence indicates that the Earth self-regulates at a state that Is tolerated by rife, but why should the organisms that leave the most descendants be the ones that contribute to regulating their planetary environment? The evolving Gaia theory focuses on the feedback mechanisms, stemming from naturally selected traits of organisms, that could generate such self-regulation. [References: 99]	Nature	{u'doi': u'10.1038/28792'}	http://www.mendeley.com/research/gaia-natural-selection-review
The regulation of carbon dioxide and climate: Gaia or geochemistry	1982	This is a review of the Gaia hypothesis which postulates a condition of planetary homeostasis affecting chemical composition and climate. Some criticisms are answered and a new model is introduced for the long term regulation of the mean surface temperature through the biological control of CO2 partial pressure.	Planetary and Space Science	{u'scopus': u'2-s2.0-0000884139', u'doi': u'10.1016/0032-0633(82)90112-X', u'isbn': u'0032-0633', u'issn': u'00320633'}	http://www.mendeley.com/research/regulation-carbon-dioxide-climate-gaia-geochemistry
The Need for Transcendence in the Post-modern World	1995	Reprints Czech Republic President Vaclav Havel's speech on the role of transcendence in the modern world. Need for new model of existence based on man's transcending himself; Reasons for suggesting that the modern age has ended; Link between science and modern civilization; Focus on the concept of the Anthropic Cosmological Principle and the Gaia Hypothesis.	The Journal for Quality and Participation	{u'scopus': u'2-s2.0-0442278903', u'doi': u'Article', u'issn': u'00163317'}	http://www.mendeley.com/research/need-transcendence-postmodern-world
Gaia and natural selection	1999	Evidence indicates that the Earth self-regulates at a state that is tolerated by life, but why should the organisms that leave the most descendants be the ones that contribute to regulating their planetary environment? The evolving Gaia theory focuses on the feedback mechanisms, stemming from naturally selected traits of organisms, that could generate such self-regulation.	Trends in Ecology and Evolution	{u'scopus': u'2-s2.0-0033018672', u'pmid': u'9697767', u'issn': u'01695347', u'isbn': u'0028-0836', u'doi': u'10.1016/S0169-5347(99)01655-9'}	http://www.mendeley.com/research/gaia-natural-selection
Natural selection and the sex ratio.	1960	Evidence indicates that the Earth self-regulates at a state that is tolerated by life, but why should the organisms that leave the most descendants be the ones that contribute to regulating their planetary environment? The evolving Gaia theory focuses on the feedback mechanisms, stemming from naturally selected traits of organisms, that could generate such self-regulation.	Nature	{u'pmid': u'13725776', u'issn': u'0028-0836'}	http://www.mendeley.com/research/natural-selection-sex-ratio-13
Directed Evolution of the Biosphere: Biogeochemical Selection or Gaia?	2002	At the end of the nineteenth and the beginning of the twentieth centuries, a few Russian scientists proposed an inter- related hypothesis on the coevolution of life and the environment. Because political, linguistic, and cultural barriers between Russia and the rest of the world existed through most of the twentieth century, many of their concepts are not well known in Western science. The synthesis of their works presented in this article leads to the concept of di- rected evolution of the global ecosystem. Similar to the influential Gaia hypothesis, this concept predicts evolution of the global ecosystem toward conditions generally favorable for organisms. Unlike the Gaia hypothesis, however, the directed evolution in works of Russian scientists results from the superposition of “micro-forces” controlled on local and regional scales by the universal criterion of biogeochemical selection.	The Professional Geographer	{u'scopus': u'2-s2.0-0036056861', u'doi': u'10.1111/0033-0124.00337', u'issn': u'0033-0124'}	http://www.mendeley.com/research/directed-evolution-biosphere-biogeochemical-selection-gaia
Natural selection, Gaia, and inadvertent by-products: A reply to Lenton and Wilkinson's response	2003	Lenton and Wilkinson (2003), in response to me (Volk, 2002), have offered a number of important ideas for a Gaia theory of `regulatory feedbacks'between life and the global environment. After what are generally positive comments on a selection of their concepts, I focus my reply on one specific point of disagreement. Contrary to the claim of Lenton and Wilkinson, nitrogen fixation is merely another example of how a by-product affects the shared environment among organisms. For Gaia theory to properly incorporate evolution by natural selection, we must distinguish between life's products and by-products. Because organisms evolve in environments altered by these by-products, I continue to support the idea that feedback loops in the biosphere contain segments based solely upon by-products of organisms' metabolisms.	Climatic Change	{u'scopus': u'2-s2.0-0037837265', u'doi': u'10.1023/A:1023463510624', u'issn': u'01650009'}	http://www.mendeley.com/research/natural-selection-gaia-inadvertent-byproducts-reply-lenton-wilkinsons-response
Genetic Control of Global Cybernetic Feedback	1982	A paper drawing the attention of philosophers to lovelock's gaia hypothesis. this hypothesis presupposes a planetary memory, therefore there may exist gaian genes acting first and foremost in the interests of the biosphere. if present in man, these genes may cast a new light on the problem of freedom. man, inside and part of a large organism, may be a temporary solution to a systematic equation, his thoughts no longer wholly his own.	Nature and System	None	http://www.mendeley.com/research/genetic-control-global-cybernetic-feedback
Is Gaia Really Conventional Ecology?	2014	The Gaia theory of Lovelock has had a very unequal treatment by conventional ecologists, ranging from being ignored to qualified support, I suggest that the phenomena described by Gaia are really capable of explanation by conventional ecological ideas using a gene/individual unit of selection. This is analogous to the situation in ecology during the 1960's when many apparent 'for the good of the species' adaptations were explained at lower levels of selection.	Oikos	{u'scopus': u'2-s2.0-0032934782', u'doi': u'10.2307/3546433', u'issn': u'0030-1299'}	http://www.mendeley.com/research/gaia-really-conventional-ecology
Gaia and the colonization of Mars	1993	The Gaia hypothesis states that the atmosphere, hydrosphere, surface sediments, and life on Earth behave dynamically as a single integrated physiological system.  What has been traditionally viewed as the passive environment is a highly active, integral part of the gaian system.  Aspects of the surface temperature and chemistry are regulated by the sum of life, the biota.  Formulated first by James E. Lovelock, in the late 1960s, the Gaia hypothesis has been in the scientific literature for more than 25 years.  Because of its properties of exponential growth and propagation, life is a powerful geologic force.  A useful aspect of the Gaia idea is that it requires integration of scientific disciplines for the study of Earth.  The recently touted Earth system science is broadly parallel with the gaian concept of the physiochemical regulation of Earth's surface.  We discuss here, in a gaian context, the colonization of Mars by Earth organisms.  Although colonizing Mars may be impossible, its accomplishment would be exactly equivalent to "the reproduction of Gaia by budding."	GSA Today	{u'scopus': u'2-s2.0-0027800933', u'pmid': u'11540252', u'issn': u'10525173'}	http://www.mendeley.com/research/gaia-colonization-mars
Gaia: goddess and idea.	1993	This paper introduces Gaia theory to the general reader. It provides the necessary background to follow the development of James Lovelock's thinking as he originated the Gaia theory by comparison of the atmospheres around Mars and other planets during his sojourn at NASA. Lynn Margulis' contributions to Gaia are also presented and the bases for her collaboration with Lovelock explored. In addition to descriptions of the discoveries stimulated by Gaia thinking, the paper indicates how Gaians have dealt with the controversies that have arisen over the theory. Finally, the paper touches on the broader aspects of the Gaia idea. Namely, its development into a spiritual elixir, and how it has been a launching platform for interdisciplinary thinking inside of and beyond the boundaries of the sciences.	Bio Systems	{u'scopus': u'2-s2.0-0027787507', u'pmid': u'8155856', u'issn': u'03032647', u'isbn': u'0303-2647 (Print)', u'doi': u'10.1016/0303-2647(93)90035-B'}	http://www.mendeley.com/research/gaia-goddess-idea
Environmental issues: green rage, social change and the new environmentalism	1994	Reviews major themes embodied in the proliferation of books about the new environmentalism. The primary focus is on social science contributions, especially monographs published since 1990. Six thematic areas appear in the literature: popular rediscovery; revisionist environmental histories; critical ideologies, eg, the Gaia hypothesis & the range of hyphenated ecoisms (ecosocialism, ecofeminism, ecoanarchims, ecocentrism, etc); gender & nature; environmental justice; & political activism. The shift from resourcism to a broader-based view of nature-society interactions is clear from this review. 58 References. Modified AA	Progress in Human Geography	{u'scopus': u'2-s2.0-0028607674', u'doi': u'10.1177/030913259401800208', u'isbn': u'03091325 (ISSN)', u'issn': u'0309-1325'}	http://www.mendeley.com/research/environmental-issues-green-rage-social-change-new-environmentalism
Imagining Gaia: Perspectives and Prospects on Gaia, Science and Religion	2007	Utilizing the concept of the environmental imaginary formulated by Michael Watts and Richard Peet, this article analyzes Gaia in relation to the writings of James Lovelock, Anne Primavesi and Oberon Zell. It argues that all three show Gaia transforming ways of understanding nature, evolution and human responses to nature. Specifically, it argues that Gaia theory culturally links science and religion and advocates participatory and integrative modes of political, social and ethical behavior. [ABSTRACT FROM AUTHOR]	Journal for the Study of Religion, Nature and Culture	{u'issn': u'13637320'}	http://www.mendeley.com/research/imagining-gaia-perspectives-prospects-gaia-science-religion
Possible effects of a change in climate on the forests of Central Europe	1991	Changes of climate greatly affect soil management and civilisation. The one in the offing, in contrast to those of the past, is set off by man himself. The high speed of change indicated here is especially problematic, because the speed of vegetation adaptation can probably not keep up with it. There is fear that the homeostatic regulatory function of the biosphere (Gaia-theory according to LOVELOCK) will be overburdened. Â© 1991 Verlag Paul Parey.	MÃ¶gliche Auswirkungen einer KlimaverÃ¤nderung auf die WÃ¤lder in Mitteleuropa	None	http://www.mendeley.com/research/possible-effects-change-climate-forests-central-europe-1
Scientists Debate Gaia: The Next Century	2004	Foreword Pedro Ruiz Torres Reflections on Gaia James Lovelock Gaia by any other name Lynn Margulis Clarifying Gaia : regulation with or without natural selection Timothy M. Lenton Gaia is life in a wasteworld of byproducts Tyler Volk Models and geophysiological hypotheses Arthur C. Petersen Gaia : toward a thermodynamics of life Eric D. Schneider Gaia, extended organisms, and emergent homeostasis J. Scott Turner Homeostatic Gaia : an ecologist's perspective on the possibility of regulation David Wilkinson Phosphorus, a servant faithful to Gaia? Biosphere remediation rather than regulation Karl B. F llmi ... et al. Self-regulation of ocean composition by the biosphere Lee R. Kump A new biogeochemical earth system model for the Phanerozoic Eon Noam M. Bergman, Timothy M. Lenton and Andrew J. Watson Gaia and glaciation : Lipalian (Vendian) environmental crisis Mark A.S. McMenamin Does life drive disequilibrium in the biosphere? David Schwartzman and Tyler Volk Biotic plunder : control of the environment by biological exhaustion of resources Toby Tyrrell Gaia : the living earth - 2,500 years of precedents in natural science and philosophy Bruce Scofield Concerned with trifles? A geophysiological reading of Charles Darwin's last book Eileen Crist Gradient reduction theory : thermodynamics and the purpose of life Dorion Sagan and Jessica Hope Whiteside Gaia and complexity Lee F. Klinger Gaia and observer self-selection Andrew J. Watson Taming Gaia : the history of the Dutch lowlands as an analogy to global change Peter Westbroek Gaia and the human species Crispin Tickell Daisyworld homeostasis and the earth system S.L. Weber and J.M. Robinson Salvaging the Daisyworld parable under the dynamic area fraction framework K.M. Nordstrom, V.K. Gupta and T.N. Chase Food web complexity enhances ecological and climatic stability in a Gaian ecosystem model Stephan P. Harding Gaia in the machine : the artificial life approach Keith Downing On causality and ice age deglaciations Alexandre Casanovas and Vicent G mez Amazonian biogeography as a test for Gaia Axel Kleidon Modeling feedbacks between water and vegetation in the North African climate system James R. Miller and Gary L. Russell Extraterrestrial Gaias S. Franck ... et al. The Tinto River, an extreme Gaian environment Felipe G mez ... et al. Climate and the Amazon - a Gaian system? Peter Bunyard On the co-evolution of life and its environment S.A.L.M. Kooijman Stability and instability in ecological systems : Gaia theory and evolutionary biology Francesco Santini and Lodovico Galleni Appendix. Studying Gaia : the NASA Planetary Biology Internship (PBI) program.	Scientists Debate Gaia The Next Century	{u'isbn': u'0262194988'}	http://www.mendeley.com/research/scientists-debate-gaia-next-century
Beyond Gaia: Thermodynamics of life and earth system functioning	2004	Are there any general principles that govern the way in which life affects Earth system functioning? Most prominently, the Gaia hypothesis addresses this question by proposing that near-homeostatic conditions on Earth have been maintained “by and for the biosphere.” Here the role of the biota in the Earth system is described from a viewpoint of nonequilibrium thermodynamics, particularly with respect to the hypothesis of maximum entropy production (MEP). It is argued that the biota introduce additional degrees of freedom to Earth system processes. Therefore, we should expect biotic activity, and Earth system processes affected by the biota, to evolve to states of MEP. The consistent effects of the biota on entropy production are demonstrated with a conceptual model of biogeochemical cycling, by using extreme climate model simulations of a “Desert World” and a “Green Planet”, and by a simple coupled climate-carbon cycle model. It is shown that homeostatic behavior can emerge from a state of MEP associated with the planetary albedo. This thermodynamic perspective is then discussed in the context of the original Gaia hypothesis and in light of a recent discussion in Climatic Change. Potential implications of the MEP hypothesis for global change research are also discussed. It is concluded that the resulting behavior of a biotic Earth at a state of MEP may well lead to near-homeostatic behavior of the Earth system on long time scales, as stated by the Gaia hypothesis. However, here homeostasis is a result of the application of the MEP hypothesis to biotically influenced processes rather than a postulate. Besides providing a fundamental perspective on homeostasis, the MEP hypothesis also provides a framework to understand why photosynthetic life would be a highly probable emergent characteristic of the Earth system and why the diversity of life is an important characteristic of Earth system functioning.	Climatic Change	{u'scopus': u'2-s2.0-6044244910', u'doi': u'10.1023/B:CLIM.0000044616.34867.ec', u'isbn': u'0165-0009', u'issn': u'01650009'}	http://www.mendeley.com/research/beyond-gaia-thermodynamics-life-earth-system-functioning
Speciation in the Savi Pine Vole, Microtus-Savii (Desel L) (Rodentia, Arvicolidae) - a Theoretical Biology Approach	1995	A theoretical approach to the problem of speciation is developed starting from Lovelock's Gaia hypothesis. In this hypothesis the metaphor of the Biosphere as-a organism is present. Developing the metaphor implies that evolution is the way the Biosphere maintains dynamic homeostasis, and speciation has the adaptive value of an increase of biological diversity. An experimental analysis carried out on speciation in the Savi pine vole suggests that the speciation event is connected with heterochromatin amplification in sex chromosomes of these incipient species. Do gene amplifications have adaptive value! A working hypothesis where amplification is a way to start the speciation process, and where speciation has the adaptive value of increasing diversity, is proposed.	Bollettino di Zoologia	None	http://www.mendeley.com/research/speciation-savi-pine-vole-microtussavii-desel-l-rodentia-arvicolidae-theoretical-biology-approach
How Pervasive is Coevolution?	1982	Coevolution occurs on a very broad scale and may comprise most of evolution. At the community level the limitation of available free energy promotes coevolution. Coevoltuion commonly occurs as a result of interaction among different levels, time scales, and areas of nationarl selection. Not all levels commonly distringuished are selectively distinct, and coupling among levels are often confused with phemonena within levels. Patch selection may cause previously puzzling phemonena, but neither it nor any other cause is available for the Gaia hypothesis. Despite its predictive successes, Gaia fails as a scientific explanation.	Coevolution	{u'scopus': u'2-s2.0-0013503812'}	http://www.mendeley.com/research/pervasive-coevolution
Quantitative assessment of organism–environment couplings	2009	The evolutionary implications of environmental change due to organismic action remain a controversial issue, after a decadeslong debate on the subject. Much of this debate has been conducted in qualitative fashion, despite the availability of mathematical models for organismenvironment interactions, and for gene frequencies when allele fitness can be related to exploitation of a particular environmental resource. In this article we focus on representative models dealing with niche construction, ecosystem engineering, the Gaia Hypothesis and community interactions of LotkaVolterra type, and show that their quantitative character helps bring into sharper focus the similarities and differences among their respective theoretical contexts.	Biology & Philosophy	{u'doi': u'10.1007/s10539-008-9119-9', u'isbn': u'0169-3867', u'issn': u'0169-3867'}	http://www.mendeley.com/research/quantitative-assessment-organismenvironment-couplings
Requisite variety: more on Gaia	2009	Purpose - The purpose of this paper is to mention a set of suggestions for analysing the current financial crisis, but with reservations about the usefulness of one based on Ashby's principle of requisite variety. The reservations are supported by reference to a mechanism of chemotaxis in bacteria. A recent publication concerning the Gaia hypothesis and global warming is reviewed. Design/methodology/approach - The aim is to review developments on the internet, especially those of general cybernetic interest. Findings - The significance of complexity, in government and management, is not disputed, but doubts are expressed about validity of laws that are purported to treat it quantitatively. A pessimistic view of world future is due to James Lovelock, the originator of the Gaia hypothesis, though there is some reason to believe he is more hopeful than is suggested in an interview. Practical implications - The reservations about Ashby's treatment of complexity are essentially theoretical and do not negate findings based on its robust and imprecise application. Lovelock indicates a means of saving the Earth from disastrous climate change but has little hope that it will be implemented. Originality/value - It is hoped this is a valuable periodic review.	Kybernetes	{u'scopus': u'2-s2.0-68549136552', u'issn': u'0368-492X', u'isbn': u'0368-492X', u'doi': u'10.1108/03684920910973126'}	http://www.mendeley.com/research/requisite-variety-more-gaia
Open systems living in a closed biosphere: a new paradox for the Gaia debate.	1990	While energetically open, the biosphere is appreciably closed from the standpoint of matter exchange. Matter cycling and recycling is hence a necessary and emergent property of the global-scale system known as Gaia. But how can an aggregate of open-system life forms have evolved and persisted for billions of years within a planetary system that is largely closed to matter influx and outflow? The puzzling nature of a closed yet persistent biosphere draws our attention to the course of evolution of fundamental metabolic strategies and matter-capture techniques. It suggests a facet of the Gaia hypothesis, framed in terms of persistence. The oceans, atmosphere, soils and biota constitute a complex system which maintains and adjusts matter cycling and recycling within the constraints of planetary closure such that open-system forms of life can persist. This weaker version of the Gaia hypothesis may be useful because it readily lends itself to at least one form of test. What is the solution to the closed biosphere puzzle, and does it indicate that Gaia merits status as a discrete entity? We suggest several disciplines within the field of biology that might provide tools and perspectives toward reaching a solution. These disciplines include artificial closed ecosystems, prokaryote evolution, the nexus of thermodynamics and evolutionary biology, and hierarchy theory in ecosystem modeling and evolution theory.	Bio Systems	{u'scopus': u'2-s2.0-0025005008', u'pmid': u'2322647', u'issn': u'03032647', u'isbn': u'0303-2647 (Print)', u'doi': u'10.1016/0303-2647(90)90018-V'}	http://www.mendeley.com/research/open-systems-living-closed-biosphere-new-paradox-gaia-debate
On the absence of solar evolution-driven warming through the Phanerozoic	2014	Reconstructed temperatures through the Phanerozoic indicate a gradual cooling or, at best, no significant temperature trend, despite a 4.4% increase in solar heating. It is possible that an underlying warming trend has simply been swamped by ‘noise’ due to significant data-errors and/or natural fluctuations. Alternatively, the lack of warming may indicate cooling by biological and/or geological processes, which happen to have the right amplitude to cancel the effects of solar warming. This paper demonstrates that the absence of Phanerozoic warming cannot be explained as a warming trend hidden by noise. It also shows that, given widely accepted estimates of climate sensitivity, it cannot be explained as cancellation by negative feedback in the climate system. The Gaia hypothesis, anthropic selection or some other unconventional mechanism may therefore have to be invoked to explain the absence of long-term warming through the Phanerozoic.	Terra Nova	{u'scopus': u'2-s2.0-84903878139', u'issn': u'13653121', u'isbn': u'1365-3121', u'doi': u'10.1111/ter.12097'}	http://www.mendeley.com/research/absence-solar-evolutiondriven-warming-through-phanerozoic
Spirit of the environment: religion, value and environmental concern	2001	Spirit of the Environment brings spiritual and religious concerns to environmental issues. Providing a much needed alternative to exploring human beings' relationship to the natural world through the restrictive lenses of 'science', 'ecology', or even 'morality', this book offers a fresh perspective to the field. Spirit of the Enironment addresses: * the environmental attitudes of the major religions; * the relationship between art and nature; * the Gaia hypothesis; * the non-instrumental values which have inspired environmental concern. Contributors range from a variety of disciplines including philosophy, comparative religion, education and social anthropology, providing students with an intriguing survey on the role that spirituality and religion play in nature. This is a vital collection for those eager to examine the relationship between the spiritual and the environment.	Ecumene	{u'scopus': u'2-s2.0-34248089049', u'issn': u'09644016', u'isbn': u'0415142016'}	http://www.mendeley.com/research/spirit-environment-religion-value-environmental-concern
Testing the effect of life on earth's functioning: How Gaian is the earth system?	2002	The Gaia hypothesis of Lovelock states that life regulates Earth's functioning for its own benefit, maintaining habitable, or even optimum conditions for life. But what is beneficial? What is good for one species, may be bad for another. Problems associated with this important, but ill-defined hypothesis make it difficult to test. In order to address these problems and make the concept of Gaia testable, I give a precise definition of terms. Based on these definitions, I put forward four null hypotheses, describing increasing beneficial effects of life on the conditions of Earth, ranging from an Antigaian to an optimising Gaian null hypothesis. I list some indications for rejection of all but one hypothesis, and conclude that life has indeed a strong tendency to affect Earth in a way which enhances the overall benefit (that is, carbon uptake). However, this does not imply that the biota regulates Earth's environment for its own benefit.	Climatic Change	{u'scopus': u'2-s2.0-0036128105', u'doi': u'10.1023/A:1014213811518', u'issn': u'01650009'}	http://www.mendeley.com/research/testing-effect-life-earths-functioning-gaian-earth-system
Succession in a microbial mat community:  a gaian perspective.	1984	The Gaia hypothesis originally proposed by James E. Lovelock states that the composition, oxidation-reduction state and temperature of the troposphere are actively regulated by the activities of the biota.  The gaian concept has been extrapolated to include the composition of surface sediments through the process of biomineralization.  The stratified microbial community dominated by the cyanobacterium Microcoleus chthonoplastes is actively involved in the deposition of laminated sediments at Laguna Figueroa, Baja California, Mexico.  Unusually heavy rains in the winters of 1979 and 1980 flooded the evaporite flat with up to 3 meters of meteoric water and deposited 5-10 cm of allocthonous sediment.  The composition of the microbial community changed as a succession of dominating microbial species ensued, ultimately leading to the recolonization of the surface sediment by the original Microcoleus-dominated community.  The resiliency of bacterial communities is suggested to be an important mechanism of gaian control systems.	Advances in space research : the official journal of the Committee on Space Research (COSPAR)	{u'scopus': u'2-s2.0-0021753203', u'pmid': u'11537776', u'doi': u'10.1016/0273-1177(84)90563-5', u'issn': u'02731177'}	http://www.mendeley.com/research/succession-microbial-mat-community-gaian-perspective
Building a New Dream with Gaia?	2000	A feminist describes a personal transformation over 30 years that has led her to include both human & nonhuman entities under the feminist umbrella, maintaining that nature, like women, has become a cultural & political historical subject. In the 1970s, feminists tended to defend their own bodies, with the environment serving as a backdrop to struggles against a capitalized biomedical assault. The Gaia hypothesis, which views the whole world as one living system, is described, along with differences in the feminisms of North & South. It is suggested that the increasing participation of feminists in biopolitics led to the beginnings of a synergistic relation of feminism with environmentalism. However, increased poverty among women stemming from global shifts in the structuring of production, the collapse of the Soviet system, & the rise of poststructuralist feminisms have resulted in erosion of the solidarity between activist/intellectual feminists & working-class/poor women. The potential for a new global sisterhood based on the Gaian realization of an entire biosocial system at risk is discussed. J. Lindroth	Signs: Journal of Women in Culture and Society	{u'scopus': u'2-s2.0-34247295395', u'pmid': u'3175498', u'issn': u'0097-9740', u'isbn': u'0097-9740, 0097-9740', u'doi': u'10.1086/495531'}	http://www.mendeley.com/research/building-new-dream-gaia
Indifferent Globality: Gaia, Symbiosis and 'Other Worldliness'	2010	Nigel Clark’s ‘ex-orbitant globality’ concerns the incalculability of other-than-human forces we typically fail to acknowledge, yet which haunt all considerations of environmental change. This article considers Gaia theory as a useful heuristic to register the ubiquity of bacteria to environmental activity and regulation. Bacteria are Gaia theory’s fundamental actants, and through symbiosis and symbiogenesis, connect life and matter in biophysical and biosocial entanglements. Emphasizing symbiosis might invoke the expectation of a re-inscription of the human insofar as the ubiquitous inter-connectivity of life ultimately connects everything to the human. I want to argue toward the opposite conclusion: that bacterial liveliness suggests a profound indifference to human life. As such, symbiosis does not efface difference, nor its vigorous refusal to be absorbed within human formulations of world-remaking, including environmental change. Bacterial indifference’s radical asymmetry suggests the need for non-human centred theories of globality.	Theory, Culture & Society	{u'scopus': u'2-s2.0-77952655399', u'doi': u'10.1177/0263276409355998', u'isbn': u'0263-2764', u'issn': u'0263-2764'}	http://www.mendeley.com/research/indifferent-globality-gaia-symbiosis-other-worldliness
