	Title	OAI	Authors	Full Text	Harvest date	DOI	Unnamed: 0	paper_id	ref	citedBy	publish_year
620	Magnetization of 2-G Coils and Artificial Bulks	oai:dspace-production:1810/245592	T. A. Coombs, J. F. Fagnard and K. Matsuda	No	2016-05-18T11:30:26Z	10.1109/TASC.2014.2332002	5346989	75806422	0	3	2014
621	The changing global distribution and prevalence of canine transmissible venereal tumour	oai:dspace-production:1810/245604	A. Strakova and E. P. Murchison	No	2016-05-18T11:30:26Z	10.1186/s12917-014-0168-9	16568823	7F8AA9B4	45	15	2014
622	Retaining biodiversity in intensive farmland: epiphyte removal in oil palm plantations does not affect yield	oai:dspace-production:1810/247740	Graham W. Prescott, David P. Edwards and William A. Foster	No	2016-05-18T11:30:51Z	10.1002/ece3.1462	75709441	78651060	14	0	2015
623	Redistribution ofmulti-phase particulate organic carbon in a marine shelf and canyon system during an exceptional river flood: Effects of Typhoon Morakot on the Gaoping River?Canyon system	oai:dspace-production:1810/247701	Robert B. Sparkes, In-Tian Lin, Niels Hovius, Albert Galy, James T. Liu, Xiaomei Xu and Rick Yang	No	2016-05-18T11:30:51Z	10.1016/j.margeo.2015.02.013	5273537	7F4BC6D7	47	0	2015
624	The clock is ticking! Executive temporal depth, industry velocity, and competitive aggressiveness	oai:dspace-production:1810/247792	Sucheta Nadkarni, Tianxu Chen and Jianhong Chen	No	2016-05-18T11:30:51Z	10.1002/smj.2376	11861937	802DE841	0	0	2015
625	Rating Apathy in Huntington's Disease: Patients and Companions Agree	oai:dspace-production:1810/247815	Sarah Mason and Roger A. Barker	No	2016-05-18T11:30:51Z	10.3233/JHD-140133	80516223	5858A29F	0	0	2015
626	Synthetic Active Site Model of the [NiFeSe] Hydrogenase	oai:dspace-production:1810/247625	Claire Wombwell and Erwin Reisner	No	2016-05-18T11:30:50Z	10.1002/chem.201500311	7383418	7AA658F4	34	1	2015
627	Epigenetic silencing by the HUSH complex mediates position-effect variegation in human cells	oai:dspace-production:1810/248418	Iva A. Tchasovnikarova, Richard T. Timms, Nicholas J. Matheson, Kim Wals, Robin Antrobus, Berthold G?ttgens, Gordon Dougan, Mark A. Dawson and Paul J. Lehner	No	2016-05-18T11:31:03Z	10.1126/science.aaa7227	92448944	7EB1A96A	0	1	2015
628	Persistent drying in the tropics linked to natural forcing	oai:dspace-production:1810/249069	Amos Winter, Davide Zanchettin, Thomas Miller, Yochanan Kushnir, David Black, Gerrit Lohmann, Allison Burnett, Gerald H. Haug, Juan Estrella-Mart?nez, Sebastian F. M. Breitenbach, Luc Beaufort, Angelo Rubino and Hai Cheng	No	2016-05-18T11:31:09Z	10.1038/ncomms8627	105395148	813C3970	0	0	2015
629	Designer Requirements for Visual Capability Loss Simulator Tools: Differences between Design Disciplines	oai:dspace-production:1810/249055	Katie Cornish, Joy Goodman-Deane and P. John Clarkson	No	2016-05-18T11:31:09Z	10.1007/978-3-319-07437-5_3	60461822	003FC289	19	1	2014
630	Enzyme Engineering in Biomimetic Compartments	oai:dspace-production:1810/249044	Pierre-Yves Colin, Anastasia Zinchenko and Florian Hollfelder	No	2016-05-18T11:31:09Z	10.1016/j.sbi.2015.06.001	12272325	5B607F29	81	0	2015
631	Reputational spillovers: Evidence from French architecture	oai:dspace-production:1810/249185	Am?lie Boutinot, Shahzad (Shaz) Ansari, Mustapha Belkhouja and Vincent Mangematin	No	2016-05-18T11:31:12Z	10.1177/1476127015597581	2321854	7D49CD5F	0	0	2015
632	Safeguarding gene drive experiments in the laboratory	oai:dspace-production:1810/250587	Omar S. Akbari, Hugo J. Bellen, Ethan Bier, Simon L. Bullock, Austin Burt, George M. Church, Kevin R. Cook, Peter Duchek, Owain R. Edwards, Kevin M. Esvelt, Valentino M. Gantz, Kent G. Golic, Scott J. Gratz, Melissa M. Harrison, Keith R. Hayes, Anthony A. James, Thomas C. Kaufman, Juergen Knoblich, Harmit S. Malik, Kathy A. Matthews, Kate M. O'Connor-Giles, Annette L. Parks, Norbert Perrimon, Fillip Port, Steven Russell, Ryu Ueda and Jill Wildonger	No	2016-05-18T11:31:24Z	10.1126/science.aac7932	92448112	6035984C	0	0	2015
633	Safeguarding gene drive experiments in the laboratory	oai:dspace-production:1810/250587	Omar S. Akbari, Hugo J. Bellen, Ethan Bier, Simon L. Bullock, Austin Burt, George M. Church, Kevin R. Cook, Peter Duchek, Owain R. Edwards, Kevin M. Esvelt, Valentino M. Gantz, Kent G. Golic, Scott J. Gratz, Melissa M. Harrison, Keith R. Hayes, Anthony A. James, Thomas C. Kaufman, Juergen Knoblich, Harmit S. Malik, Kathy A. Matthews, Kate M. O'Connor-Giles, Annette L. Parks, Norbert Perrimon, Fillip Port, Steven Russell, Ryu Ueda and Jill Wildonger	No	2016-05-18T11:31:24Z	10.1126/science.aac7932	92506480	715B31BB	0	1	2015
634	Impact of new transport infrastructure on walking, cycling and physical activity	oai:dspace-production:1810/251056	Jenna Panter, Eva Heinen, Roger Mackett and David Ogilvie	No	2016-05-18T11:31:25Z	10.1016/j.amepre.2015.09.021	97703414	81CB0F6C	26	0	2016
635	Likelihood smoothing using gravitational wave surrogate models	oai:dspace-production:1810/246627	Robert H. Cole and Jonathan R. Gair	No	2016-05-18T11:30:37Z	10.1103/PhysRevD.90.124043	4828035	79BA6842	0	0	2014
636	The association between depressive symptoms in the community, non-psychiatric hospital admission and hospital outcomes: a systematic review.	oai:dspace-production:1810/246511	A. Matthew Prina, Theodore D. Cosco, Tom Dening, Aartjan Beekman, Carol Brayne and Martijn Huisman	No	2016-05-18T11:30:36Z	10.1016/j.jpsychores.2014.11.002	122302183	7BE88F6C	44	4	2015
637	Epitaxial growth of few-layer MoS2(0001) on FeS2{100}	oai:dspace-production:1810/246620	T. Liu, I. Temprano, D. A. King, S. M. Driver and S. J. Jenkins	No	2016-05-18T11:30:37Z	10.1039/C4CC06628F	98615078	7934BEC3	12	0	2014
638	Socio-cognitive profiles for visual learning in young and older adults	oai:dspace-production:1810/248549	Julie Christian, Aimee Goldstone, Shu-Guang Kuai, Wynne Chin, Dominic Abrams and Zoe Kourtzi	No	2016-05-18T11:31:05Z	10.3389/fnagi.2015.00105	116927475	5DA09B32	0	0	2015
639	Defense-in-depth by mucosally administered anti-HIV dimeric IgA2 and systemic IgG1 mAbs: Complete protection of rhesus monkeys from mucosal SHIV challenge	oai:dspace-production:1810/248437	Anton M. Sholukh, Jennifer D. Watkins, Hemant K. Vyas, Sandeep Gupta, Samir K. Lakhashe, Swati Thorat, Mingkui Zhou, Girish Hemashettar, Barbara C. Bachler, Donald N. Forthal, Francois Villinger, Quentin J. Sattentau, Robin A. Weiss, Gloria Agatic, Davide Corti, Antonio Lanzavecchia, Jonathan L. Heeney and Ruth M. Ruprecht	No	2016-05-18T11:31:03Z	10.1016/j.vaccine.2015.02.020	121784049	7BE833BD	46	0	2015
640	Somatic mutation screening using archival formalin-fixed paraffin-embedded tissues by Fluidigm multiplex PCR and Illumina sequencing	oai:dspace-production:1810/248281	Ming Wang, Leire Escudero-Ibarz, Sarah Moody, Naiyan Zeng, Alexandra Clipson, Yuanxue Huang, Xuemin Xue, Nicholas F. Grigoropoulos, Sharon Barrans, Lisa Worrillow, Tim Forshew, Jing Su, Andrew Firth, Howard Martin, Andrew Jack, Kim Brugger and Ming-Qing Du	No	2016-05-18T11:31:02Z	10.1016/j.jmoldx.2015.04.008	94747483	8008B934	27	0	2015
641	Cortical thickness, surface area, and folding alterations in male youths with conduct disorder and varying levels of callous-unemotional traits	oai:dspace-production:1810/248264	Graeme Fairchild, Nicola Toschi, Cindy C. Hagan, Ian M. Goodyer, Andrew J. Calder and Luca Passamonti	No	2016-05-18T11:31:02Z	10.1016/j.nicl.2015.04.018	60519512	75DCF021	39	0	2015
642	Index-sorting resolves heterogeneous murine hematopoietic stem cell populations	oai:dspace-production:1810/248367	Reiner Schulte, Nicola K. Wilson, Janine C. M. Prick, Chiara Cossetti, Michael K. Maj, Berthold Gottgens and David G. Kent	No	2016-05-18T11:31:03Z	10.1016/j.exphem.2015.05.006	112030425	8097FB34	24	0	2015
643	Lipid droplet-organelle interactions: emerging roles in lipid metabolism	oai:dspace-production:1810/248288	Antonio Daniel Barbosa, David B. Savage and Symeon Siniossoglou	No	2016-05-18T11:31:02Z	10.1016/j.ceb.2015.04.017	93979865	12716235	75	4	2015
644	Materiality, Technology, and Constructing Social Knowledge through Bodily Representation: A View from Prehistoric Guernsey, Channel Islands	oai:dspace-production:1810/248360	Sheila Kohring	No	2016-05-18T11:31:03Z	10.1179/1461957114Y.0000000055	14179581	77F965E4	0	0	2014
645	Combining MRI With PET for Partial Volume Correction Improves Image-Derived Input Functions in Mice	oai:dspace-production:1810/248844	Eleanor Evans, Guido Buonincontri, David Izquierdo, Carmen Methner, Rob C. Hawkes, Richard E. Ansorge, Thomas Krieg, T. Adrian Carpenter and Stephen J. Sawiak	No	2016-05-18T11:31:07Z	10.1109/TNS.2015.2433897	114498862	80A83C87	25	0	2015
646	Multiple Redox Modes in the Reversible Lithiation of High-Capacity, Peierls-Distorted Vanadium Sulfide	oai:dspace-production:1810/248880	Sylvia Britto, Michal Leskes, Xiao Hua, Claire-Alice H?bert, Hyeon Suk Shin, Simon Clarke, Olaf Borkiewicz, Karena W. Chapman, Ram Seshadri, Jaephil Cho and Clare P. Grey	No	2016-05-18T11:31:08Z	10.1021/jacs.5b03395	123980547	69674F4E	0	0	2015
647	Rare Earth (RE - Ce, Gd) Modified Nd1-xRExFeAsO0.7F0.3 Superconductor with Enhanced Magneto-transport Properties	oai:dspace-production:1810/248857	P. M. Aswathy, J. B. Anooja, Neson Varghese, C. K. Chandrakanth, N. Devendra Kumar, A. Sundaresan and U. Syamaprasad	No	2016-05-18T11:31:07Z	10.1039/C5RA02499D	71274779	7D85342B	12	0	2015
648	Tailoring chitosan/collagen scaffolds for tissue engineering: effect of composition and different crosslinking agents on scaffold properties.	oai:dspace-production:1810/248873	A. Mart?nez, M. D. Blanco, N. Davidenko and R. E. Cameron	No	2016-05-18T11:31:07Z	10.1016/j.carbpol.2015.06.084	102787352	31DE5D52	51	0	2015
649	Calcium peroxide from ambient to high pressures	oai:dspace-production:1810/248808	Joseph R. Nelson, Richard J. Needs and Chris J. Pickard	No	2016-05-18T11:31:07Z	10.1039/C4CP05644B	99747395	76D7EF7F	11	1	2015
650	Influence of receptor flexibility on intramolecular H-bonding interactions	oai:dspace-production:1810/248781	Hongmei Sun, Kai Guo, Haifeng Gan, Xin Li and Christopher A. Hunter	No	2016-05-18T11:31:07Z	10.1039/C5OB00805K	104950737	73005D4D	13	0	2015
651	School related factors and 1yr change in physical activity amongst 9-11 year old English schoolchildren	oai:dspace-production:1810/244191	Joyce A. Mantjes, Andrew P. Jones, Kirsten Corder, Natalia R. Jones, Flo Harrison, Simon J. Griffin and Esther M. F. van Sluijs	No	2016-05-18T11:30:17Z	10.1186/1479-5868-9-153	94911908	7DF87FA1	35	17	2012
652	Conserved genomic organisation of Group B Sox genes in insects.	oai:dspace-production:1810/238098	Carol McKimmie, Gertrud Woerfel and Steven R Russell	No	2016-05-18T11:29:52Z	10.1186/1471-2156-6-26	17817366	7CF10C3F	0	17	2005
653	An innovative approach to developing the reflective skills of medical students	oai:dspace-production:1810/238134	Penny Henderson and Martin H Johnson	No	2016-05-18T11:29:52Z	10.1186/1472-6920-2-4	112282044	58C196BC	2	16	2002
654	Visualisation and graph-theoretic analysis of a large-scale protein structural interactome	oai:dspace-production:1810/238127	Dan M. Bolser, Panos Dafas, Richard Harrington, Jong Park and Michael Schroeder	No	2016-05-18T11:29:52Z	10.1186/1471-2105-4-45	117624791	7D6342E3	8	14	2003
655	RapperTK : a versatile engine for discrete restraint-based conformational sampling of macromolecules	oai:dspace-production:1810/238040	Swanand P. Gore, Anjum M. Karmali and Tom L. Blundell	No	2016-05-18T11:29:51Z	10.1186/1472-6807-7-13	120522987	793840F0	9	4	2007
656	Population-based neuropathological studies of dementia: design, methods and areas of investigation - a systematic review	oai:dspace-production:1810/238077	Julia Zaccai, Paul G Ince and Carol Brayne	No	2016-05-18T11:29:52Z	10.1186/1471-2377-6-2	2059099	6ED4FA73	96	79	2006
657	Amino-Acid Substitutions In Membrane Proteins: Applications To Homology Recognition And Comparative Modelling	oai:dspace-production:1810/238091		No	2016-05-18T11:29:52Z	10.1186/1471-2105-6-S3-S9	117625945	76861587	0	1	2005
658	The Ontology for Parasite Lifecycle (OPL): towards a consistent vocabulary of lifecycle stages in parasitic organisms	oai:dspace-production:1810/243919	Priti P Parikh, Jie Zheng, Flora Logan-Klumpler, Christian J Jr Stoeckert, Christos Louis, Pantelis Topalis, Anna V Protasio, Amit P Sheth, Mark Carrington, Matthew Berriman and Satya S Sahoo	No	2016-05-18T11:30:15Z	10.1186/2041-1480-3-5	108985682	7CE85A8D	23	0	2012
659	P53 autoantibodies in 1006 patients followed up for breast cancer	oai:dspace-production:1810/238278	Su Metcalfe, Terence K Wheeler, Sheila Picken, Susanne Negus and A Jo Milner	No	2016-05-18T11:29:52Z	10.1186/bcr91	10616590	81112215	5	18	2000
660	Exploring the link between MORF4L1 and risk of breast cancer	oai:dspace-production:1810/238301	Griselda Martrat, Christopher A. Maxwell, Emiko Tominaga, Montserrat Porta, Nuria Bonifaci, Laia Gomez-Baldo, Massimo Bogliolo, Conxi Lazaro, Ignacio Blanco, Joan Brunet, Helena Aguilar, Nancy Uhrhammer, Diana Torres, Maria Adelaide Caligo, Andrew K. Godwin, Juana Fernandez-Rodriguez, Evgeny N. Imyanitov, Ramunas Janavicius, Groupe Genetique et Cancer (gemo), Olga M. Sinilnikova, Dominique Stoppa-Lyonnet, Rosemarie Davidson, Sylvie Mazoyer, Jean-Philippe Peyrat, Carole Verny-Pierre, Laurent Castera, Antoine de Pauw, Yves-Jean Bignon, Philippe Vennin, Sandra Fert Ferrer, Marie-Agnes Collonge-Rame, Isabelle Mortemousque, Maria J. Ramirez, Lesley McGuffog, Georgia Chenevix-Trench, Olivia M. Pereira-Smith, Carol Chu, Antonis C. Antoniou, Anthony Renwick, Julian Ceron, Kaoru Tominaga, Jordi Surralles, Miguel Angel Pujana, Maria Castella, Nazneen Rahman, Julia Kuhl, Kornelia Neveling, Detlev Schindler, Gonzalo Hernandez, Epidemiological Study of Familial Breast Cancers (embrace), Douglas F. Easton, Susan Peock, Margaret Cook, Clare T. Oliver, Debra Frost, Marinus J. Blok, Radka Platte, Kai-Ren Ong, D. Gareth Evans, Fiona Lalloo, Rosalind Eeles, Louise Izatt, Jackie Cook, Fiona Douglas, Shirley V. Hodgson, Carole Brewer, Loris Bernard, Patrick J. Morrison, Mary Porteous, Paolo Peterlongo, Theo A. van Os, Siranoush Manoukian, Bernard Peissel, Daniela Zaffaroni, Gaia Roversi, Monica Barile, Alessandra Viel, Paolo Radice, Barbara Pasini, Laura Ottini, Anna Laura Putignano, Antonella Savarese, Sue Healey, Amanda B. Spurdle, Xiaoqing Chen, Jonathan Beesley, Kathleen Cuningham Foundation Consortium for Research (kConFab), Matti A. Rookus, Senno Verhoef, Ana Osorio, Madeleine A. Tilanus-Linthorst, Hanne E. J. Meijers-Heijboer, Maaike P. Vreeswijk, Christi J. Asperen, Danielle Bodmer, Margreet G. E. M. Ausems, Frans B. Hogervorst, Hereditary Breast and Ovarian Cancer Research Group Netherlands (hebon), David E. Goldgar, Saundra Buys, Yael Laitman, Esther M. John, Alexander Miron, Melissa C. Southey, Trinidad Caldes, Mary B. Daly, Breast Cancer Family Registry (bcfr), Swedish Breast Cancer Study (swe-brca), Katja Harbst, Ake Borg, Johanna Rantala, Roni Milgrom, Gisela Barbany-Bustinza, Hans Ehrencrona, Marie Stenmark-Askmalm, Bella Kaufman, Eitan Friedman, Susan M. Domchek, Katherine L. Nathanson, Timothy R. Rebbeck, Oskar Thor Johannsson, Fergus J. Couch, Xianshu Wang, Sheila Seal, Zachary S. Fredericksen, Javier Benitez, Daniel Cuadras, Victor Moreno, Friederike K. Pientka, Reinhard Depping, Juan Bueren, Tuomas Heikkinen, Heli Nevanlinna and Ute Hamann	No	2016-05-18T11:29:52Z	10.1186/bcr2862	10618230	7E016ECB	69	16	2011
661	Characterization of healing following atherosclerotic carotid plaque rupture in acutely symptomatic patients: an exploratory study using in vivo cardiovascular magnetic resonance	oai:dspace-production:1810/240559	Zhongzhao Teng, Andrew J. Degnan, Umar Sadat, Fang Wang, Victoria E. Young, Martin J. Graves, Shengyong Chen and Jonathan H. Gillard	No	2016-05-18T11:29:55Z	10.1186/1532-429X-13-64	108962487	7B3EF13E	1	8	2011
662	A Wnt1 Regulated Frizzled-1/beta-Catenin Signaling Pathway as a Candidate Regulatory Circuit Controlling Mesencephalic Dopaminergic Neuron-Astrocyte Crosstalk : Therapeutical Relevance for Neuron Survival and Neuroprotection	oai:dspace-production:1810/238816	Francesca L'Episcopo, Maria F Serapide, Cataldo Tirolo, Nunzio Testa, Salvatore Caniglia, Maria C Morale, Stefano Pluchino and Bianca Marchetti	No	2016-05-18T11:29:53Z	10.1186/1750-1326-6-49	109377884	7C29D15B	3	5	2011
663	Application of phage display to high throughput antibody generation and characterisation	oai:dspace-production:1810/238215	Darren J. Schofield, Anthony R. Pope, Veronica Clementel, Jenny Buckell, Susan D. J. Chapple, Kay F. Clarke, Jennie S. Conquer, Anna M. Crofts, Sandra R. E. Crowther, Michael R. Dyson, Gillian Flack, Gareth J. Griffin, Yvette Hooks, William J. Howat, Anja Kolb-Kokocinski, Susan Kunze, Cecile D. Martin, Gareth L. Maslen, Joanne N. Mitchell, Maureen O'Sullivan, Rajika L. Perera, Wendy Roake, S. Paul Shadbolt, Karen J. Vincent, Anthony Warford, Wendy E. Wlson, Jane Xie, Joyce L. Young and John McCafferty	No	2016-05-18T11:29:52Z	10.1186/gb-2007-8-11-r254	3362716	8054205D	36	130	2007
664	Rab23 is a flagellar protein in Trypanosoma brucei	oai:dspace-production:1810/238466	Jennifer H. Lumb and Mark C. Field	No	2016-05-18T11:29:53Z	10.1186/1756-0500-4-190	6425282	78453FE7	49	11	2011
665	A multi-center inter-manufacturer study of the temporal stability of phase-contrast velocity mapping background offset errors	oai:dspace-production:1810/244043	Peter D. Gatehouse, Marijn P. Rolf, Karin M. Bloch, Martin J. Graves, Philip J. Kilner, David N. Firmin and Mark B. M. Hofman	No	2016-05-18T11:30:16Z	10.1186/1532-429X-14-72	108960843	816D36EC	13	2	2012
666	Cellular modelling of Alstr&#246;m syndrome in human primary dermal fibroblasts and derived cells	oai:dspace-production:1810/243984	R. K. Semple, J.-H. Chen, R. B. Paisey, T. G. Barrett and M. Hales	No	2016-05-18T11:30:15Z	10.1186/2046-2530-1-S1-P102	51783517	7C82CD7F	0	7	2012
667	Depletion of polycistronic transcripts using short interfering RNAs: cDNA synthesis method affects levels of non-targeted genes determined by quantitative PCR	oai:dspace-production:1810/244681	Jennifer E. Hanning, Ian J. Groves, Mark R. Pett and Nicholas Coleman	No	2016-05-18T11:30:20Z	10.1186/1743-422X-10-159	13236840	815DC146	10	23	2013
668	Video Q&A: Molecular profiling of breast cancer	oai:dspace-production:1810/244687	Carlos Caldas	No	2016-05-18T11:30:20Z	10.1186/1741-7015-11-150	105491392	79983265	6	41	2013
669	DSM-5: the debate continues	oai:dspace-production:1810/244671	Joseph D. Buxbaum and Simon Baron-Cohen	No	2016-05-18T11:30:20Z	10.1186/2040-2392-4-11	11124299	7B650B05	0	13	2013
670	Direct numerical simulations of spray spark ignition	oai:dspace-production:1810/226367	Alexandre Neophytou, Stewart R. Cant and Epaminondas Mastorakos	No	2016-05-18T11:29:16Z	10.1016/j.combustflame.2010.01.019	92823362	7FAEA0F2	26	16	2010
671	Induction of labour versus expectant management for nulliparous women over 35 years of age: a multi-centre prospective, randomised controlled trial	oai:dspace-production:1810/244223	Kate F. Walker, George Bugg, Marion Macpherson, Carol McCormick, Chris Wildsmith, Gordon Smith and Jim Thornton	No	2016-05-18T11:30:17Z	10.1186/1471-2393-12-145	111244850	7F2A5BA0	10	10	2012
672	Role of p73 in Alzheimer disease: lack of association in mouse models or in human cohorts	oai:dspace-production:1810/244378	Badri Vardarajan, David Vergote, Fadel Tissir, Mark Logue, Jing Yang, Nathalie Daude, Kunie Ando, Ekaterina Rogaeva, Joseph Lee, Rong Cheng, Jean-Pierre Brion, Mahdi Ghani, Beipei Shi, Clinton T. Baldwin, Satyabrata Kar, Richard Mayeux, Paul Fraser, Andr? M. Goffinet, Peter St George-Hyslop, Lindsay A. Farrer and David Westaway	No	2016-05-18T11:30:18Z	10.1186/1750-1326-8-10	109377302	7F788646	44	0	2013
673	Gene dosage in mammals: characterization of haploid embryonic stem cells	oai:dspace-production:1810/244345	Anton Wutz and Martin Leeb	No	2016-05-18T11:30:18Z	10.1186/1756-8935-6-S1-O24	5628180	5C06537A	0	0	2013
674	Spatial localisation in autism: evidence for differences in early cortical visual processing	oai:dspace-production:1810/244338	Keziah Latham, Susana T. L. Chung, Peter M. Allen, Teresa Tavassoli and Simon Baron-Cohen	No	2016-05-18T11:30:18Z	10.1186/2040-2392-4-4	11124258	7F03F2F7	18	11	2013
675	Some statistical properties of regulatory DNA sequences, and their use in predicting regulatory regions in the Drosophilagenome: the fluffy-tail test	oai:dspace-production:1810/237686	Irina Abnizova, Rene te Boekhorst, Klaudia Walter and Walter R. Gilks	No	2016-05-18T11:29:49Z	10.1186/1471-2105-6-109	117626424	5DAABEA0	11	75	2005
676	Establishment of a Bovine Herpesvirus 4 based vector expressing a secreted form of the Bovine Viral Diarrhoea Virus structural glycoprotein E2 for immunization purposes	oai:dspace-production:1810/238006	Gaetano Donofrio, Chiara Sartori, Lara Ravanetti, Sandro Cavirani, Laurent Gillet, Alain Vanderplasschen, Simone Taddei and Cesidio Filippo Flammini	No	2016-05-18T11:29:51Z	10.1186/1472-6750-7-68	125470382	784DA4FF	41	59	2007
677	A comparison of parametric models for the investigation of the shape of cognitive change in the older population.	oai:dspace-production:1810/237968	Graciela Muniz, Fiona E. Matthews and Carol Brayne	No	2016-05-18T11:29:51Z	10.1186/1471-2377-8-16	2059388	77C1BEDE	33	30	2008
678	The role of gene fusions in the evolution of metabolic pathways: the histidine biosynthesis case	oai:dspace-production:1810/238020		No	2016-05-18T11:29:51Z	10.1186/1471-2148-7-S2-S4	98136770	81142CFB	30	177	2007
679	Mouse oocytes fertilised by ICSI during in vitro maturation retain the ability to be activated after refertilisation in metaphase II and can generate Ca2+ oscillations	oai:dspace-production:1810/238027	Agnieszka Jedrusik, Anna Ajduk, Pawel Pomorski and Marek Maleszewski	No	2016-05-18T11:29:51Z	10.1186/1471-213X-7-72	4470105	763697A8	43	46	2007
680	Predicted mouse peroxisome-targeted proteins and their actual subcellular locations	oai:dspace-production:1810/237934		No	2016-05-18T11:29:51Z	10.1186/1471-2105-9-S12-S16	117628250	7FCEAB7C	53	92	2008
681	Targets downstream of Cdk8 in Dictyostelium development	oai:dspace-production:1810/237769	David M. Greene, Gareth Bloomfield, Jason Skelton, Alasdair Ivens and Catherine J. Pears	No	2016-05-18T11:29:50Z	10.1186/1471-213X-11-2	4469760	77AB516E	34	20	2011
682	Attitudes of medical students to medical leadership and management: a systematic review to inform curriculum development	oai:dspace-production:1810/241600	Mark R. Abbas, Thelma A. Quince, Diana F. Wood and John A. Benson	No	2016-05-18T11:30:00Z	10.1186/1472-6920-11-93	112282306	7CF7BB27	12	8	2011
683	Caregivers' perceived adequacy of support in end-stage lung disease: results of a population survey	oai:dspace-production:1810/241097	David C. Currow, Morag Farquhar, Alicia M. Ward, Gregory B. Crawford and Amy P. Abernethy	No	2016-05-18T11:29:56Z	10.1186/1471-2466-11-55	110012767	7DE19511	32	4	2011
684	Hyperalgesic activity of kisspeptin in mice	oai:dspace-production:1810/241586	Simona Spampinato, Angela Trabucco, Antonella Biasiotta, Francesca Biagioni, Giorgio Cruccu, Agata Copani, William H. Colledge, Maria Angela Sortino, Ferdinando Nicoletti and Santina Chiechio	No	2016-05-18T11:29:56Z	10.1186/1744-8069-7-90	95068714	7EF0BD86	50	18	2011
685	Communicating oscillatory networks: Frequency Domain Analysis	oai:dspace-production:1810/241663	Adaoha E C Ihekwaba and Sean Sedwards	No	2016-05-18T11:30:00Z	10.1186/1752-0509-5-203	122275234	7C10EF0D	60	46	2011
686	Whole-genome analysis of animal A- and B-type cyclins	oai:dspace-production:1810/237701	Conrad A Nieduszynski, James Murray and Mark Carrington	No	2016-05-18T11:29:49Z	10.1186/gb-2002-3-12-research0070	3362964	7D35D58B	25	901	2002
687	COPD association and repeatability of blood biomarkers in the ECLIPSE cohort	oai:dspace-production:1810/240994	Jennifer A. Dickens, Bruce E. Miller, Lisa D. Edwards, Edwin K. Silverman, David A. Lomas, Ruth Tal-Singer and Evaluation of COPD Longitudinally to Identify Surrogate ENDPOINTS (ECLIPSE) study investigators	No	2016-05-18T11:29:56Z	10.1186/1465-9921-12-146	7296754	7E7636E8	46	49	2011
688	Family and home correlates of children's physical activity in a multi-ethnic population: the cross-sectional Child Heart and Health Study in England (CHASE)	oai:dspace-production:1810/237762	Alison M. McMinn, Esther M. F. van Sluijs, Claire M. Nightingale, Simon J. Griffin, Derek G. Cook, Chris G. Owen, Alicja R. Rudnicka and Peter H. Whincup	No	2016-05-18T11:29:50Z	10.1186/1479-5868-8-11	94911565	7ECD5DB3	38	33	2011
689	BRCA2 Variants and cardiovascular disease in a multi-ethnic study	oai:dspace-production:1810/243553	Kevin Zbuk, Changchun Xie, Robin Young, Mahyar Heydarpour, Guillaume Pare, A. D. Davis, Ruby Miller, Matthew B. Lanktree, Danish Saleheen, John Danesh, Salim Yusuf, James C. Engert, Robert A. Hegele and Sonia S. Anand	No	2016-05-18T11:30:12Z	10.1186/1471-2350-13-56	124523529	7E6E7459	25	13	2012
690	Network analysis and data mining in food science: the emergence of computational gastronomy	oai:dspace-production:1810/244118	Sebastian E. Ahnert	No	2016-05-18T11:30:16Z	10.1186/2044-7248-2-4	20293276	801740CA	5	8	2013
691	Direct measurement of the spin gaps in a gated GaAs two-dimensional electron gas	oai:dspace-production:1810/244499	Tsai-Yu Huang, Chi-Te Liang, Yang Fang Chen, Michelle Y. Simmons, Gil-Ho Kim and David A. Ritchie	No	2016-05-18T11:30:18Z	10.1186/1556-276X-8-138	117746574	7EF5258F	19	205	2013
692	Non-solvolytic synthesis of aqueous soluble TiO2 nanoparticles and real-time dynamic measurements of the nanoparticle formation	oai:dspace-production:1810/243746	Lan Chen, Kamil Rahme, Justin D Holmes, Michael A Morris and Nigel KH Slater	No	2016-05-18T11:30:14Z	10.1186/1556-276X-7-297	117744070	80777B93	40	363	2012
693	Chemoinformatics in drug development	oai:dspace-production:1810/242280		No	2016-05-18T11:30:03Z	10.1186/1758-2946-4-S1-O5	12752041	78BE2A57	0	3	2012
694	A metabolomic strategy defines the regulation of lipid content and global metabolism by Delta-9 desaturases in Caenorhabditis elegans	oai:dspace-production:1810/241685	Cecilia Castro, Funda Sar, W. Robert Shaw, Masanori Mishima, Eric A. Miska and Julian L. Griffin	No	2016-05-18T11:30:00Z	10.1186/1471-2164-13-36	115160928	7B6A58A2	29	97	2012
695	Analysis of replication factories in human cells by super-resolution light microscopy	oai:dspace-production:1810/237884	Zoltan Cseresnyes, Ulf Schwarz and Catherine M. Green	No	2016-05-18T11:29:50Z	10.1186/1471-2121-10-88	100585013	76FB7B25	3	15	2009
696	A metadata approach for clinical data management in translational genomics studies in breast cancer	oai:dspace-production:1810/237891	Irene Papatheodorou, Charles Crichton, Lorna Morris, Peter Maccallum, Molecular Taxonomy of Breast Cancer International Consortium METABRIC Group, Jim Davies, James D. Brenton and Carlos Caldas	No	2016-05-18T11:29:50Z	10.1186/1755-8794-2-66	11193448	7E26020F	18	4	2009
